paper_id,doi,publication_year,author_position,author_name,orcid,institutions,institution_countries,institution_rors
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Jessica R. Canning,0000-0002-7628-7111,Arizona State University,US,03efmqc40
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Jesse Dallery,0000-0002-2882-1105,University of Florida,US,02y3ad647
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,A. Zeynep Enkavi,0000-0001-7040-3620,Stanford University,US,00f54p054
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Susan Whitfield‐Gabrieli,0009-0008-5015-7715,McGovern Institute for Brain Research,US,05ymca674
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Oscar González,0000-0001-7122-8799,Arizona State University,US,03efmqc40
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Alan I. Green,0000-0002-9177-2393,Dartmouth College,US,049s0rh22
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Mary Ann Greene,,Dartmouth College,US,049s0rh22
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Michaela Kiernan,0000-0002-8169-2437,Stanford University,US,00f54p054
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Sunny Jung Kim,0000-0002-6405-162X,Dartmouth College,US,049s0rh22
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Jamie Li,0000-0002-8551-8583,Stanford University,US,00f54p054
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Michael R. Lowe,0000-0002-6301-9214,Drexel University,US,04bdffz58
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Gina L. Mazza,0000-0002-5305-6193,Arizona State University,US,03efmqc40
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Stephen A. Metcalf,0000-0001-7000-2966,Dartmouth College,US,049s0rh22
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Lisa Simon Onken,,National Institutes of Health; National Institute on Aging,US; US,01cwqze88; 049v75w11
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Sadev S. Parikh,,Stanford University,US,00f54p054
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Ellen Peters,0000-0003-0702-6169,The Ohio State University,US,00rs6vg23
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Judith J. Prochaska,0000-0001-7925-326X,Stanford University,US,00f54p054
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Emily A. Scherer,0000-0002-6166-4455,Dartmouth College,US,049s0rh22
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Luke E. Stoeckel,0000-0002-7837-7487,National Institute of Diabetes and Digestive and Kidney Diseases; National Institutes of Health,US; US,00adh9b73; 01cwqze88
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Matthew J. Valente,0000-0001-9130-2255,Arizona State University,US,03efmqc40
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Jialing Wu,0000-0003-0893-8063,Dartmouth College,US,049s0rh22
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Haiyi Xie,0000-0003-4549-879X,Dartmouth College,US,049s0rh22
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,David P. MacKinnon,0000-0003-0866-6010,Arizona State University,US,03efmqc40
W2763189590,10.1016/j.brat.2017.09.014,2017,middle,Lisa A. Marsch,0000-0001-6429-0965,National Institute on Aging; National Institutes of Health,US; US,049v75w11; 01cwqze88
W2763189590,10.1016/j.brat.2017.09.014,2017,last,Russell A. Poldrack,0000-0001-6755-0259,Stanford University,US,00f54p054
W2765099767,10.3758/s13428-017-0970-y,2017,first,Antonio M. Díez-Álamo,0000-0002-8071-9992,Universidad de Salamanca,ES,02f40zc51
W2765099767,10.3758/s13428-017-0970-y,2017,middle,Emiliano Díez Villoria,0000-0001-7894-3998,Universidad de Salamanca,ES,02f40zc51
W2765099767,10.3758/s13428-017-0970-y,2017,middle,María Ángeles Alonso Rodríguez,0000-0003-4091-4643,Universidad de La Laguna,ES,01r9z8p25
W2765099767,10.3758/s13428-017-0970-y,2017,middle,Cecilia Alejandra Vargas,,Universidad de Salamanca,ES,02f40zc51
W2765099767,10.3758/s13428-017-0970-y,2017,last,Ángel Fernández,0000-0002-7199-2786,Universidad de Salamanca,ES,02f40zc51
W2765584336,10.1101/211805,2017,first,Eugene Ruby,,"University of California, Los Angeles",US,046rm7j60
W2765584336,10.1101/211805,2017,middle,Nathan Giles,,"University of California, Los Angeles",US,046rm7j60
W2765584336,10.1101/211805,2017,last,Hakwan Lau,0000-0001-8433-4232,"University of California, Los Angeles; University of Hong Kong",US; HK,046rm7j60; 02zhqgq86
W2770291314,10.3758/s13423-017-1405-6,2017,first,Timothy J. Vickery,0000-0003-1423-8223,University of Delaware,US,01sbq1a82
W2770291314,10.3758/s13423-017-1405-6,2017,middle,Su Hyoun Park,0000-0002-4006-4899,University of Delaware,US,01sbq1a82
W2770291314,10.3758/s13423-017-1405-6,2017,middle,Jayesh Gupta,0000-0001-6471-035X,University of Delaware,US,01sbq1a82
W2770291314,10.3758/s13423-017-1405-6,2017,last,Marian E. Berryhill,0000-0002-8218-6587,"University of Nevada, Reno",US,01keh0577
W2770780542,10.1038/s41598-017-16673-y,2017,first,Mark A. Eckert,0000-0001-9286-7717,Medical University of South Carolina,US,012jban78
W2770780542,10.1038/s41598-017-16673-y,2017,middle,Kenneth I. Vaden,0000-0002-3621-2043,Medical University of South Carolina,US,012jban78
W2770780542,10.1038/s41598-017-16673-y,2017,middle,Susan Teubner‐Rhodes,0000-0002-8718-9031,Medical University of South Carolina,US,012jban78
W2770780542,10.1038/s41598-017-16673-y,2017,last,Brandon S. Bentzley,0000-0001-6014-4514,Stanford University,US,00f54p054
W2771165717,10.7554/elife.34779,2018,first,Agnes Norbury,0000-0002-4377-3164,University of Cambridge,GB,013meh722
W2771165717,10.7554/elife.34779,2018,middle,Trevor W Robbins,,University of Cambridge,GB,013meh722
W2771165717,10.7554/elife.34779,2018,last,Ben Seymour,0000-0003-1724-5832,University of Cambridge; National Institute of Information and Communications Technology,GB; JP,013meh722; 016bgq349
W2771584655,10.1109/fie.2017.8190486,2017,first,Martin K.‐C. Yeh,0000-0002-5630-1633,Pennsylvania State University,US,04p491231
W2771584655,10.1109/fie.2017.8190486,2017,middle,Dan Gopstein,,Pennsylvania State University,US,04p491231
W2771584655,10.1109/fie.2017.8190486,2017,middle,Yan Yu,0000-0003-1894-6649,New York University,US,0190ak572
W2771584655,10.1109/fie.2017.8190486,2017,last,Yanyan Zhuang,0000-0002-8407-0801,,,
W2776148002,,2016,first,Svetlana Pinet,0000-0002-8532-9950,,,
W2776148002,,2016,last,F.‐Xavier Alario,0000-0002-8627-5034,,,
W2777342132,10.3390/ijgi6120407,2017,first,Čeněk Šašinka,0000-0001-6319-5317,Masaryk University,CZ,02j46qs45
W2777342132,10.3390/ijgi6120407,2017,middle,Kamil Morong,0000-0001-6481-815X,Masaryk University,CZ,02j46qs45
W2777342132,10.3390/ijgi6120407,2017,last,Zdeněk Stachoň,0000-0003-1807-1459,Masaryk University,CZ,02j46qs45
W2777807393,,2017,first,Rose Hendricks,0000-0001-5600-2257,,,
W2780969656,10.31219/osf.io/nj48x,2016,first,Jana Klaus,0000-0003-4398-8672,Radboud University Nijmegen,NL,016xsfp80
W2780969656,10.31219/osf.io/nj48x,2016,last,Herbert Schriefers,,Radboud University Nijmegen,NL,016xsfp80
W2782363567,10.7936/k7mp52pd,2017,first,C Zerr,0000-0001-9196-5075,,,
W2783709176,10.1145/3173386.3176963,2018,first,Phillip Lücking,,Bielefeld University,DE,02hpadn98
W2783709176,10.1145/3173386.3176963,2018,middle,Florian Lier,0000-0001-9251-1075,Bielefeld University,DE,02hpadn98
W2783709176,10.1145/3173386.3176963,2018,middle,Jasmin Bernotat,0000-0002-2448-9467,Bielefeld University,DE,02hpadn98
W2783709176,10.1145/3173386.3176963,2018,middle,Sven Wachsmuth,0000-0001-5371-7214,Bielefeld University,DE,02hpadn98
W2783709176,10.1145/3173386.3176963,2018,middle,Selma Šabanović,0000-0002-2553-854X,Indiana University Bloomington,US,02k40bc56
W2783709176,10.1145/3173386.3176963,2018,last,Friederike Eyssel,0000-0002-4978-8922,Bielefeld University,DE,02hpadn98
W2785251462,10.31234/osf.io/62puh,2017,first,Melissa Kline,0000-0003-2217-9331,,,
W2785251462,10.31234/osf.io/62puh,2017,middle,Miguel Ángel Salinas,0000-0003-3416-9587,,,
W2785251462,10.31234/osf.io/62puh,2017,middle,Eunice Ying Ci Lim,0000-0001-6810-3901,,,
W2785251462,10.31234/osf.io/62puh,2017,middle,Evelina Fedorenko,0000-0003-3823-514X,,,
W2785251462,10.31234/osf.io/62puh,2017,last,Edward Gibson,0000-0002-5912-883X,,,
W2785377434,10.1037/xlm0000532,2018,first,Rebecca A. Gilbert,0000-0003-4574-7792,MRC Cognition and Brain Sciences Unit; University of Cambridge; University College London; University of York,GB; GB; GB; GB,055bpw879; 013meh722; 02jx3x895; 04m01e293
W2785377434,10.1037/xlm0000532,2018,middle,Matthew H. Davis,0000-0003-2239-0778,MRC Cognition and Brain Sciences Unit; University of Cambridge; University College London; University of York,GB; GB; GB; GB,055bpw879; 013meh722; 02jx3x895; 04m01e293
W2785377434,10.1037/xlm0000532,2018,middle,M. Gareth Gaskell,0000-0001-8325-1427,MRC Cognition and Brain Sciences Unit; University of Cambridge; University College London; University of York,GB; GB; GB; GB,055bpw879; 013meh722; 02jx3x895; 04m01e293
W2785377434,10.1037/xlm0000532,2018,last,Jennifer M. Rodd,0000-0002-8608-7244,MRC Cognition and Brain Sciences Unit; University of Cambridge; University College London; University of York,GB; GB; GB; GB,055bpw879; 013meh722; 02jx3x895; 04m01e293
W2786814698,,2017,first,Dustin Smith,0000-0002-4702-6182,,,
W2787244570,10.1007/s11192-017-2596-3,2018,first,Katy Börner,0000-0002-3321-6137,Indiana University Bloomington,US,02k40bc56
W2787244570,10.1007/s11192-017-2596-3,2018,middle,Adam H. Simpson,,Indiana University Bloomington,US,02k40bc56
W2787244570,10.1007/s11192-017-2596-3,2018,middle,Andreas Bueckle,0000-0002-8977-498X,Indiana University Bloomington,US,02k40bc56
W2787244570,10.1007/s11192-017-2596-3,2018,last,Robert L. Goldstone,0000-0001-8357-8358,Indiana University Bloomington,US,02k40bc56
W2789590323,10.3389/fpsyg.2018.00152,2018,first,Fabio Presaghi,0000-0001-7880-6715,Sapienza University of Rome,IT,02be6w209
W2789590323,10.3389/fpsyg.2018.00152,2018,last,Marika Rullo,0000-0003-0642-5985,Sapienza University of Rome,IT,02be6w209
W2789641546,10.3389/fpsyg.2018.00379,2018,first,Markus Maier,0000-0002-8115-4612,Ludwig-Maximilians-Universität München,DE,05591te55
W2789641546,10.3389/fpsyg.2018.00379,2018,middle,Moritz C. Dechamps,0000-0001-9352-2577,Ludwig-Maximilians-Universität München,DE,05591te55
W2789641546,10.3389/fpsyg.2018.00379,2018,last,Markus Pflitsch,,Ludwig-Maximilians-Universität München,DE,05591te55
W2791032597,10.3765/plsa.v3i1.4294,2018,first,Skye J. Anderson,,University of Arizona,US,03m2x1q45
W2791032597,10.3765/plsa.v3i1.4294,2018,last,Elise Bell,0000-0002-3758-0315,University of Arizona,US,03m2x1q45
W2791101316,,2017,first,Vinay B. Gavirangaswamy,,,,
W2791240132,10.1371/journal.pone.0191479,2018,first,Chia‐Fen Hsu,0000-0002-2370-8920,York University; Chung Shan Medical University Hospital; Chung Shan Medical University,CA; TW; TW,05fq50484; 01abtsn51; 059ryjv25
W2791240132,10.1371/journal.pone.0191479,2018,middle,Lee Propp,,York University,CA,05fq50484
W2791240132,10.1371/journal.pone.0191479,2018,middle,Larissa Panetta,,York University,CA,05fq50484
W2791240132,10.1371/journal.pone.0191479,2018,middle,Shane M. Martin,0000-0003-4035-632X,York University,CA,05fq50484
W2791240132,10.1371/journal.pone.0191479,2018,middle,Stella Dentakos,0000-0002-8483-2327,York University,CA,05fq50484
W2791240132,10.1371/journal.pone.0191479,2018,middle,Maggie E. Toplak,0000-0003-4220-1735,York University,CA,05fq50484
W2791240132,10.1371/journal.pone.0191479,2018,last,John D. Eastwood,,York University,CA,05fq50484
W2791649058,10.1007/s41465-018-0066-3,2018,first,Annika L. Klaffehn,0000-0003-1190-5043,University of Würzburg,DE,00fbnyb24
W2791649058,10.1007/s41465-018-0066-3,2018,middle,Katharina A. Schwarz,0000-0001-8714-790X,University of Würzburg,DE,00fbnyb24
W2791649058,10.1007/s41465-018-0066-3,2018,middle,Wilfried Kunde,0000-0001-6256-8011,University of Würzburg,DE,00fbnyb24
W2791649058,10.1007/s41465-018-0066-3,2018,last,Roland Pfister,0000-0002-4429-1052,University of Würzburg,DE,00fbnyb24
W2792522676,10.1037/edu0000235,2018,first,Andrew K. Lampinen,0000-0002-6988-8437,Stanford University,US,00f54p054
W2792522676,10.1037/edu0000235,2018,last,James L. McClelland,0000-0002-8217-405X,Stanford University,US,00f54p054
W2793296421,10.21105/joss.00521,2018,first,Vanessa Sochat,0000-0002-4387-3819,,,
W2795077014,10.1101/263244,2018,first,Brian Odegaard,0000-0002-5459-1884,"University of California, Los Angeles",US,046rm7j60
W2795077014,10.1101/263244,2018,middle,Min Chang,0000-0002-7026-4197,Cornell University; New York State University College of Human Ecology; University of Hong Kong,US; US; HK,05bnh6r87; 047g2xp14; 02zhqgq86
W2795077014,10.1101/263244,2018,middle,Hakwan Lau,0000-0001-8433-4232,"University of California, Los Angeles; University of Hong Kong",US; HK,046rm7j60; 02zhqgq86
W2795077014,10.1101/263244,2018,last,Sing‐Hang Cheung,0000-0001-5182-0752,University of Hong Kong,HK,02zhqgq86
W2797387693,10.1051/itmconf/20181804004,2018,first,Evgeny Nikulchev,0000-0003-1254-9132,Russian Academy of Education; MIREA - Russian Technological University,RU; RU,026s4j722; 04qrtgy16
W2797387693,10.1051/itmconf/20181804004,2018,middle,Dmitry Ilin,0000-0002-0241-2733,Russian Academy of Education; MIREA - Russian Technological University,RU; RU,026s4j722; 04qrtgy16
W2797387693,10.1051/itmconf/20181804004,2018,middle,Pavel Kolyasnikov,0000-0003-3633-5913,Russian Academy of Education,RU,026s4j722
W2797387693,10.1051/itmconf/20181804004,2018,middle,Victoria Ismatullina,0000-0002-5096-4313,Psychological Institute of the Russian Academy of Education,RU,02rvd6d64
W2797387693,10.1051/itmconf/20181804004,2018,last,Ilya Zakharov,0000-0001-7207-9641,Psychological Institute of the Russian Academy of Education,RU,02rvd6d64
W2797677383,,2018,first,Maximilian M. Rabe,0000-0002-2556-5644,,,
W2800803445,10.1371/journal.pone.0195474,2018,first,Rink Hoekstra,0000-0002-1588-7527,University of Groningen,NL,012p63287
W2800803445,10.1371/journal.pone.0195474,2018,middle,Rei Monden,0000-0003-1744-5447,University Medical Center Groningen,NL,03cv38k47
W2800803445,10.1371/journal.pone.0195474,2018,middle,Don van Ravenzwaaij,0000-0002-5030-4091,University of Groningen,NL,012p63287
W2800803445,10.1371/journal.pone.0195474,2018,last,Eric‐Jan Wagenmakers,0000-0003-1596-1034,University of Amsterdam,NL,04dkp9463
W2801423377,10.3758/s13421-018-0813-9,2018,first,William R. Aue,0000-0002-1711-0156,Purdue University West Lafayette; Syracuse University,US; US,02dqehb95; 025r5qe02
W2801423377,10.3758/s13421-018-0813-9,2018,middle,Jessica M. Fontaine,,Syracuse University,US,025r5qe02
W2801423377,10.3758/s13421-018-0813-9,2018,last,Amy H. Criss,0000-0002-6534-2285,Syracuse University,US,025r5qe02
W2801913838,10.3758/s13428-018-1037-4,2018,first,Kirsten Ziman,0000-0002-8942-3362,Dartmouth College,US,049s0rh22
W2801913838,10.3758/s13428-018-1037-4,2018,middle,Andrew C. Heusser,0000-0001-6353-688X,Dartmouth College,US,049s0rh22
W2801913838,10.3758/s13428-018-1037-4,2018,middle,Paxton C. Fitzpatrick,0000-0003-0205-3088,Dartmouth College,US,049s0rh22
W2801913838,10.3758/s13428-018-1037-4,2018,middle,Campbell E. Field,0000-0001-7260-635X,Dartmouth College,US,049s0rh22
W2801913838,10.3758/s13428-018-1037-4,2018,last,Jeremy R. Manning,0000-0001-7613-4732,Dartmouth College,US,049s0rh22
W2802593464,10.1111/tops.12388,2018,first,Natalia Vélez,0000-0002-6939-3282,Stanford University,US,00f54p054
W2802593464,10.1111/tops.12388,2018,last,Hyowon Gweon,0000-0001-8012-3526,Stanford University,US,00f54p054
W2806956206,10.1002/jeab.445,2018,first,Justin C. Strickland,0000-0003-1077-0394,University of Kentucky,US,02k3smh20
W2806956206,10.1002/jeab.445,2018,last,William W. Stoops,0000-0002-8502-0160,University of Kentucky,US,02k3smh20
W2807948351,10.1027/1015-5759/a000470,2018,first,David Marcusson‐Clavertz,0000-0002-0730-9954,Pennsylvania State University; Lund University,US; SE,04p491231; 012a77v79
W2807948351,10.1027/1015-5759/a000470,2018,last,Oscar Kjell,0000-0002-2728-6278,Lund University,SE,012a77v79
W2808021780,10.1016/j.jml.2018.05.008,2018,first,Jerry S. Fisher,0000-0002-0435-9251,University of Notre Dame,US,00mkhxb43
W2808021780,10.1016/j.jml.2018.05.008,2018,last,Gabriel A. Radvansky,0000-0001-7846-839X,University of Notre Dame,US,00mkhxb43
W2809048299,10.1007/978-3-319-77791-7_10,2018,first,Daniel Tucker,,Northwestern University,US,000e0be47
W2809048299,10.1007/978-3-319-77791-7_10,2018,middle,Barbara Tomaszewicz,,University of Cologne; Kazimierz Wielki University in Bydgoszcz,DE; PL,00rcxh774; 018zpxs61
W2809048299,10.1007/978-3-319-77791-7_10,2018,last,Alexis Wellwood,0000-0002-4258-3895,University of Southern California,US,03taz7m60
W2809681768,10.31234/osf.io/vu8je,2017,first,Joshua K. Hartshorne,0000-0003-1240-3598,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Lauren Skorb,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Sven L. Dietz,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Caitlin Garcia,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Gina Iozzo,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Katie Lamirato,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,James Ledoux,0000-0002-3611-4646,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Jesse Mu,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Kara Murdock,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Jon Ravid,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Alyssa Savery,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,James Spizzirro,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Kelsey Trimm,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,middle,Juliani Vidal,,Boston College,US,02n2fzt79
W2809681768,10.31234/osf.io/vu8je,2017,last,Kendall Van Horne,,Boston College,US,02n2fzt79
W2883965713,10.1177/0018720818787126,2018,first,Pavlo Bazilinskyy,0000-0001-9565-8240,Delft University of Technology,NL,02e2c7k09
W2883965713,10.1177/0018720818787126,2018,last,Joost de Winter,0000-0002-1281-8200,Delft University of Technology,NL,02e2c7k09
W2886720019,10.3390/languages3030031,2018,first,Anahí Alba de la Fuente,0000-0002-1954-6957,Université de Montréal,CA,0161xgx34
W2886720019,10.3390/languages3030031,2018,middle,Maura Cruz Enríquez,,Université de Montréal,CA,0161xgx34
W2886720019,10.3390/languages3030031,2018,last,Hugues Lacroix,,Université Bordeaux Montaigne; Université de Montréal,FR; CA,03pbgwk21; 0161xgx34
W2887119515,10.18608/jla.2018.52.4,2018,first,Benjamin Motz,0000-0002-0379-2184,Indiana University Bloomington,US,02k40bc56
W2887119515,10.18608/jla.2018.52.4,2018,middle,Paulo F. Carvalho,0000-0002-0449-3733,Carnegie Mellon University,US,05x2bcf33
W2887119515,10.18608/jla.2018.52.4,2018,middle,Joshua R. de Leeuw,0000-0003-4815-2364,Vassar College,US,022x6qg61
